Datacenter,Rack,Elevation,Hostname,Domain,Model,Host Serial Num,Chassis Serial Num,Service Tag,UW,CSL,Morgridge,Notes
OneNeck,7 - 16,5 - 8,xhuanggpu4000,chtc.wisc.edu,AS-4124GS-TNR,S404070X2A11921,,S404070X2A11921,U041262,,,
OneNeck,314.07.15,15-18,xhuanggpu4001,chtc.wisc.edu,sys-420gp-tnr,S425662X3314615,,S425662X3314615,U048066,,,
OneNeck,8 - 16,13 - 14,mcdanielgpu4000,chtc.wisc.edu,AS-2124GQ-NART,S430390X1104450,,S430390X1104450,U041766,,,
OneNeck,9 - 16,9 - 12,mcdanielgpu4001,chtc.wisc.edu,AS -4124GO-NART,S434992X1110251,,S434992X1110251,U041774,,,
OneNeck,314.07.12,15-18,gpu4000,chtc.wisc.edu,sys-420gp-tnr,S425662X3314608,,S425662X3314608,U048067,,,
OneNeck,314.07.10,15-18,gpu4001,chtc.wisc.edu,sys-420gp-tnr,S425662X3314609,,S425662X3314609,U048068,,,
OneNeck,314.07.10,19-22,gpu4002,chtc.wisc.edu,sys-420gp-tnr,S425662X3720402,,S425662X3720402,U048069,,,
OneNeck,314.07.15,15-18,xhuanggpu4001,chtc.wisc.edu,sys-420gp-tnr,S425662X3314615,,S425662X3314615,U048066,,,
OneNeck,314.07.14,15-18,dsigpu4000,chtc.wisc.edu,sys-420gp-tnr,S425662X3406897,,S425662X3406897,,,,
OneNeck,314.07.13,15-18,dsigpu4001,chtc.wisc.edu,sys-420gp-tnr,S425662X3406899,,S425662X3406899,,,,
OneNeck,314.07.12,15-18,dsigpu4002,chtc.wisc.edu,sys-420gp-tnr,S425662X3720401,,S425662X3720401,,,,
OneNeck,314.02.12,1-4,cxiaogpu4000,chtc.wisc.edu,AS -4124GO-NART,S434992X4217876,,S434992X4217876,,,,
WID,B8,9-10,arm-e0000,chtc.wisc.edu,ARS-210M-NR,S501038X4402413,,S501038X4402413,,,9000610,INF-1852
Florida,?,?,FIU-TOR,chtc.wisc.edu,,,,,U044332,,,FIU TOR
Florida,?,?,FIU-ADMIN,chtc.wisc.edu,,,,,U044332,,,FIU ADMIN
Florida,?,?,fiu-svc-1,facility.path-cc.io,,,,,U044332,,,PATh Facility - FIU
Florida,?,?,fiu-gpu-1,facility.path-cc.io,,,,,U044332,,,PATh Facility - FIU
Florida,?,?,fiu-cpu-11,facility.path-cc.io,Dell PowerEdge C6525,,,,U044332,,,PATh Facility - FIU
Florida,?,?,fiu-cpu-12,facility.path-cc.io,Dell PowerEdge C6525,,,,U044332,,,PATh Facility - FIU
Florida,?,?,fiu-cpu-13,facility.path-cc.io,Dell PowerEdge C6525,,,,U044332,,,PATh Facility - FIU
Florida,?,?,fiu-cpu-14,facility.path-cc.io,Dell PowerEdge C6525,,,,U044332,,,PATh Facility - FIU
Nebraska,?,?,UNL-TOR,,,,,,U044336,,,Nebraska TOR
Nebraska,?,?,UNL-ADMIN,,,,,,U044336,,,Nebraska ADMIN
Nebraska,?,?,unl-svc-1,facility.path-cc.io,,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-gpu-1,facility.path-cc.io,,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-11,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-12,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-13,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-14,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-21,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-22,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-23,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-24,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-31,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-32,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-33,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-34,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-41,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-42,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-43,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-44,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-51,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-52,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-53,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-54,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-61,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-62,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-63,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,hey @
Nebraska,?,?,unl-cpu-64,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-71,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-72,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-73,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-74,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-81,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-82,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-83,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Nebraska,?,?,unl-cpu-84,facility.path-cc.io,Dell PowerEdge C6525,,,,U044336,,,PATh Facility- UNL
Syracuse,?,?,SYRA-TOR,,,,,,U044333,,,Syracuse TOR
Syracuse,?,?,SYRA-ADMIN,,,,,,U044333,,,Syracuse Admin
Syracuse,?,?,syra-svc-1,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-gpu-1,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-11,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-12,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-13,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-14,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-21,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-22,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-23,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-24,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-31,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-32,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-33,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-34,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-41,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-42,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-43,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
Syracuse,?,?,syra-cpu-44,facility.path-cc.io,Dell PowerEdge C6525,,,,U044333,,,PATh Facility- Syracuse
WID,Darpa Rack,36,tiger0045,chtc.wisc.edu,couldnotreach,,can get through ssh,,,,,
WID,Darpa Rack,35,tiger0046,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,34,tiger0047,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,33,tiger0048,chtc.wisc.edu,couldnotreach,,,,,,,dns not found
WID,Darpa Rack,32,tiger0053,chtc.wisc.edu,couldnotreach,,,,,,,dns not found
WID,Darpa Rack,31,tiger0054,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,30,tiger0055,chtc.wisc.edu,SYS-F617R2-RT+,S11475745316689,CF418AD02B10017,,,,,very slow ssh
WID,Darpa Rack,29,tiger0056,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,28,tiger0003,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318536,CF418AC50B10050,,,,,
WID,Darpa Rack,27,tiger0004,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318536,CF418AC50B10050,,,,,
WID,Darpa Rack,26,tiger0005,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318536,CF418AC50B10050,,,,,
WID,Darpa Rack,25,tiger0006,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318536,CF418AC50B10050,,,,,
WID,Darpa Rack,16,tigermaster0001,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318527,CF418AC50B10043,,,,,
WID,Darpa Rack,15,tigermaster0002,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318527,CF418AC50B10043,,,,,
WID,Darpa Rack,14,tigermaster0003,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318527,CF418AC50B10043,,,,,
WID,Darpa Rack,13,tigerpeer0001,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318527,CF418AC50B10043,,,,,
WID,Darpa Rack,12,tiger0040,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318535,CF418AC50B10003,,,,,
WID,Darpa Rack,11,tiger0039,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318535,CF418AC50B10003,,,,,
WID,Darpa Rack,10,tiger0038,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318535,CF418AC50B10003,,,,,
WID,Darpa Rack,9,tiger0037,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318535,CF418AC50B10003,,,,,
WID,Darpa Rack,8,tiger0030,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318525,CF418AD02B20005,,,,,
WID,Darpa Rack,7,tiger0029,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318525,CF418AD02B20005,,,,,
WID,Darpa Rack,6,tiger0028,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318525,CF418AD02B20005,,,,,
WID,Darpa Rack,5,tiger0027,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,4,tiger0022,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318523,CF418AC50B10044,,,,,
WID,Darpa Rack,3,tiger0021,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318523,CF418AC50B10044,,,,,
WID,Darpa Rack,2,tiger0020,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318523,CF418AC50B10044,,,,,
WID,Darpa Rack,1,tiger0019,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,36,tiger0049,chtc.wisc.edu,couldnotreach,,,,,,,dns not found
WID,Darpa Rack,35,tiger0050,chtc.wisc.edu,couldnotreach,,,,,,,dns not found
WID,Darpa Rack,34,tiger0051,chtc.wisc.edu,couldnotreach,,,,,,,dns not found
WID,Darpa Rack,33,tiger0052,chtc.wisc.edu,couldnotreach,,,,,,,dns not found
WID,Darpa Rack,32,tiger0057,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,31,tiger0058,chtc.wisc.edu,SYS-F617R2-RT+,S11475745316689,CF418AD02B10017,,,,,
WID,Darpa Rack,30,tiger0059,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,29,tiger0060,chtc.wisc.edu,SYS-F617R2-RT+,S11475745316689,CF418AD02B10017,,,,,"really slow ssh for some reason, doesn't have dmidecode"
WID,Darpa Rack,28,tiger0007,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318536,CF418AC50B10050,,,,,
WID,Darpa Rack,27,tiger0008,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,26,tiger0009,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318536,CF418AC50B10050,,,,,
WID,Darpa Rack,25,tiger0010,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318536,CF418AC50B10050,,,,,
WID,Darpa Rack,16,tigerpeer0000,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318527,CF418AC50B10043,,,,,
WID,Darpa Rack,15,e508,chtc.wisc.edu,couldnotreach,,,,,,,reset through bmc?
WID,Darpa Rack,14,tiger0042,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,13,tiger0041,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318527,CF418AC50B10043,,,,,
WID,Darpa Rack,12,tiger0034,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318535,CF418AC50B10003,,,,,
WID,Darpa Rack,11,tiger0033,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318535,CF418AC50B10003,,,,,
WID,Darpa Rack,10,tiger0032,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,9,tiger0031,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,8,tiger0026,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318525,CF418AD02B20005,,,,,
WID,Darpa Rack,7,tiger0025,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318525,CF418AD02B20005,,,,,
WID,Darpa Rack,6,tiger0024,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318525,CF418AD02B20005,,,,,
WID,Darpa Rack,5,tiger0023,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318525,CF418AD02B20005,,,,,
WID,Darpa Rack,4,tiger0018,chtc.wisc.edu,SYS-F617R2-RT+,S11475745318523,CF418AC50B10044,,,,,
WID,Darpa Rack,3,tiger0017,chtc.wisc.edu,couldnotreach,,,,,,,
WID,Darpa Rack,1,e483,chtc.wisc.edu,couldnotreach,,,,,,,reset through bmc?
